,title,genres,year,type,originals,description,everything
61,7:19,"drama,history,mystery,thriller",2016,movie,0,"At 7:19 a.m., on September 19th of 1985, the most destructive earthquake hit Mexico's City. Inside what's left of a building, a group of survivors fight for their lives waiting for rescue.","At 7:19 a.m., on September 19th of 1985, the most destructive earthquake hit Mexico's City. Inside what's left of a building, a group of survivors fight for their lives waiting for rescue. drama,history,mystery,thriller"
62,7 Años,drama,2016,movie,1,The drama is centered around four friends and business partners who in one evening are forced to find a way to save their company and themselves. The impossible decision they face is agreeing on who will be the one to sacrifice their freedom to save the others from personal and financial demise. It is a race against time that will put their friendship and sanity to the test. Who will take the fall?,The drama is centered around four friends and business partners who in one evening are forced to find a way to save their company and themselves. The impossible decision they face is agreeing on who will be the one to sacrifice their freedom to save the others from personal and financial demise. It is a race against time that will put their friendship and sanity to the test. Who will take the fall? drama
63,7 Din Mohabbat In,"comedy,romance,fantasy",2018,movie,0,"The story follows a young man on a quest to find his true love in a crowded Karachi neighbourhood. He must overcome the obstacles, both spiritual and physical, to achieve his goals.","The story follows a young man on a quest to find his true love in a crowded Karachi neighbourhood. He must overcome the obstacles, both spiritual and physical, to achieve his goals. comedy,romance,fantasy"
64,7 Khoon Maaf,"drama,mystery,thriller",2011,movie,0,"Susanna is hungry for love and will go to any extent to find it in its purest form. In her quest for the perfect man, she gets married a number of times as each of her husband's die mysteriously.","Susanna is hungry for love and will go to any extent to find it in its purest form. In her quest for the perfect man, she gets married a number of times as each of her husband's die mysteriously. drama,mystery,thriller"
65,89,"documentary,sport",2017,movie,0,"89 tells the incredible story of one of football’s greatest triumphs: when against all odds Arsenal snatched the Championship title from Liverpool at Anfield in the last minute of the last game of the 1988/89 season. It’s a universal tale of a band of brothers who, led by a charismatic and deeply respected manager, came together to defy the odds and create history.","89 tells the incredible story of one of football’s greatest triumphs: when against all odds Arsenal snatched the Championship title from Liverpool at Anfield in the last minute of the last game of the 1988/89 season. It’s a universal tale of a band of brothers who, led by a charismatic and deeply respected manager, came together to defy the odds and create history. documentary,sport"
66,9,"animation,action-and-adventure,drama,family,horror,mystery,science-fiction,thriller",2009,movie,0,"When 9 first comes to life, he finds himself in a post-apocalyptic world. All humans are gone, and it is only by chance that he discovers a small community of others like him taking refuge from fearsome machines that roam the earth intent on their extinction. Despite being the neophyte of the group, 9 convinces the others that hiding will do them no good.","When 9 first comes to life, he finds himself in a post-apocalyptic world. All humans are gone, and it is only by chance that he discovers a small community of others like him taking refuge from fearsome machines that roam the earth intent on their extinction. Despite being the neophyte of the group, 9 convinces the others that hiding will do them no good. animation,action-and-adventure,drama,family,horror,mystery,science-fiction,thriller"
67,90 ML,"comedy,drama,romance",2019,movie,0,"Thamara, Paru, Kajal and Suganya are four friends who are rather tired of their uneventful routine. However, things take a turn for the better with the arrival of the spirited and outgoing Rita, a young woman who encourages them to live their lives to the fullest.","Thamara, Paru, Kajal and Suganya are four friends who are rather tired of their uneventful routine. However, things take a turn for the better with the arrival of the spirited and outgoing Rita, a young woman who encourages them to live their lives to the fullest. comedy,drama,romance"
68,93 Days,drama,2016,movie,0,"Bimbo Akintola, Danny Glover and TIFF Rising Star Somkele Iyamah-Idhalama star in director Steve Gukas’ riveting real-life thriller about courageous health-care workers in Lagos battling the Ebola outbreak of 2014.","Bimbo Akintola, Danny Glover and TIFF Rising Star Somkele Iyamah-Idhalama star in director Steve Gukas’ riveting real-life thriller about courageous health-care workers in Lagos battling the Ebola outbreak of 2014. drama"
69,A 3 Minute Hug,documentary,2018,movie,1,"As daylight breaks between the border cities of El Paso, Texas, and Juarez, Mexico, undocumented migrants and their relatives, divided by a wall, prepare to participate in an activist event. For three minutes, they’ll embrace in no man’s land for the briefest and sweetest of reunions.","As daylight breaks between the border cities of El Paso, Texas, and Juarez, Mexico, undocumented migrants and their relatives, divided by a wall, prepare to participate in an activist event. For three minutes, they’ll embrace in no man’s land for the briefest and sweetest of reunions. documentary"
70,Aadu 2,comedy,2017,movie,0,"Aadu 2 revolves around Shaji Pappan and his group of misfits, who take part in another tug-of-war contest to win the golden cup. But along the way they unwittingly get drawn into a deal gone wrong, which involves dangerous smugglers.","Aadu 2 revolves around Shaji Pappan and his group of misfits, who take part in another tug-of-war contest to win the golden cup. But along the way they unwittingly get drawn into a deal gone wrong, which involves dangerous smugglers. comedy"
